Id,age,sex,social_class,primary_business,secondary_business,annual_income,monthly_expenses,old_dependents,young_dependents,home_ownership,occupants_count,house_area,sanitary_availability,water_availabity,loan_purpose,loan_tenure,loan_installments,loan_amount
35550,23,F,OBC,Eggs selling,none,60000,4300,0,1,1,3,400,1,1,Meat Businesses,12,12,8000
35551,49,F,obc,Tailoring,none,108000,8500,0,0,1,4,500,1,1,Apparels,12,12,8000
35552,38,F,ST,Pig rearing,none,5000,416,1,0,1,4,1000,0,0.5,Meat Businesses,24,24,2000
35553,51,F,ST,Pig rearing,none,4000,333,0,0,1,1,600,0,0.5,Meat Businesses,24,24,2000
35554,52,F,ST,Pig rearing,none,9000,750,0,0,1,3,600,0,0.5,Meat Businesses,24,24,2000
35555,40,F,ST,Pig rearing,none,40000,500,2,0,1,4,600,0,0.5,Meat Businesses,24,24,2000
35556,82,F,ST,Pig rearing,none,5000,416,0,0,1,1,600,0,0.5,Meat Businesses,24,24,2000
35557,45,F,ST,Pig rearing,none,5000,416,0,2,1,4,600,0,0.5,Meat Businesses,24,24,2000
35558,40,F,ST,Pig rearing,none,25000,416,0,0,1,2,600,0,0,Meat Businesses,24,24,2000
35559,50,F,ST,Pig rearing,none,18000,416,0,1,1,3,600,0,0.5,Meat Businesses,24,24,2000
35560,40,F,ST,Pig rearing,none,5000,416,0,0,1,1,500,0,0.5,Meat Businesses,24,24,2000
35561,27,F,ST,Goat rearing,Others,20000,3333,0,2,1,4,600,0,0.5,Meat Businesses,24,24,5000
35562,22,M,ST,Vegetable cultivation,none,20000,3000,0,0,1,4,600,0,0.5,Farming/ Agriculture,24,24,5000
35563,48,F,OBC,Grocery store,none,96000,5000,1,1,1,5,1000,1,1,Agro Based Businesses,12,12,15000
35564,46,F,ST,Pig rearing,Others,35000,2000,0,0,1,2,500,0,0.5,Meat Businesses,24,24,5000
35565,26,F,OBC,Mini hotel,none,60000,3500,0,2,1,3,400,1,1,Eateries,12,12,15000
35566,46,F,OBC,Papad business,none,72000,5000,0,0,1,4,300,1,1,Eateries,12,12,15000
35567,38,F,OBC,Tailoring,none,72000,4500,0,1,1,4,1000,1,1,Apparels,12,12,15000
35568,22,F,OBC,Grocery store,none,60000,3500,0,2,1,3,500,1,1,Agro Based Businesses,12,12,15000
35569,43,F,OBC,Grocery store,none,72000,5500,0,2,1,4,400,1,1,Agro Based Businesses,12,12,8000
35570,41,F,O.B.C,Rice business,none,50000,1500,0,3,1,4,1300,1,0.5,Agro Based Businesses,12,12,8000
35571,34,F,OBC,Tailoring,none,60000,4000,0,4,1,5,800,1,1,Apparels,12,12,8000
35572,45,F,OBC,Tea stall,none,60000,4000,0,0,1,3,1000,1,1,Eateries,12,12,8000
35573,55,F,O.B.C,Weaver,none,54000,1500,0,0,1,4,1500,1,0.5,Apparels,12,12,8000
35574,45,F,OBC,Seeds Business,none,66000,4000,0,1,1,3,1000,1,1,Farming/ Agriculture,12,12,8000
35575,36,F,O.B.C,Weaver,none,52000,1500,0,3,1,5,1600,1,0.5,Apparels,12,12,8000
35576,47,F,OBC,Goat rearing,none,72000,4000,0,0,1,3,600,1,1,Meat Businesses,12,12,8000
35577,40,F,OBC,Tailoring,Others,60000,35000,0,1,1,3,500,1,1,Apparels,12,12,8000
35578,30,F,O.B.C,Weaver,none,52000,1500,0,3,1,5,1700,1,0.5,Apparels,12,12,8000
35579,35,F,OBC,Grocery store,none,60000,4000,0,3,1,5,500,1,1,Agro Based Businesses,12,12,8000
35580,57,F,O.B.C,Rice business,none,56000,2000,0,2,1,4,1700,1,0.5,Agro Based Businesses,12,12,8000
35581,38,F,OBC,Beauty parlour,none,60000,3500,0,1,1,2,500,1,1,Beauty Salon,12,12,8000
35582,27,F,OBC,Snacks business,none,48000,3000,0,3,1,4,600,1,1,Food Items,12,12,15000
35583,35,F,OBC,Furniture Business,none,48000,3000,0,2,1,3,400,1,1,Carpentery work,12,12,8000
35584,32,F,OBC,Buffalo rearing,none,60000,4000,0,3,1,4,1000,1,1,Animal husbandry,12,12,15000
35585,27,F,O.B.C,Embroidery work,none,54000,1500,0,2,1,4,1600,1,0.5,Handicrafts,12,12,8000
35586,21,F,O.B.C,Weaver,none,56000,1500,0,1,1,3,1600,1,0.5,Apparels,12,12,8000
35587,24,F,O.B.C,Embroidery work,none,50000,1500,0,1,1,3,1400,1,0.5,Handicrafts,12,12,8000
35588,45,F,OBC,Grocery store,none,72000,4000,0,1,1,4,600,1,1,Agro Based Businesses,12,12,15000
35589,23,F,OBC,Buffalo rearing,none,48000,3000,0,1,1,2,400,1,1,Animal husbandry,12,12,8000
35590,41,F,O.B.C,Tailoring,none,54000,2000,0,2,1,4,1750,1,0.5,Apparels,12,12,8000
35591,33,F,OBC,Goat rearing,none,60000,4000,0,5,1,6,400,1,1,Meat Businesses,12,12,8000
35592,40,F,OBC,Buffalo rearing,none,72000,4500,1,0,1,4,800,1,1,Animal husbandry,12,12,15000
35593,23,F,O.B.C,Embroidery work,none,50000,1500,0,1,1,3,1500,1,0.5,Handicrafts,12,12,8000
35594,40,F,OBC,Buffalo rearing,none,78000,4000,0,1,1,3,600,1,1,Animal husbandry,12,12,15000
35595,45,F,OBC,Tailoring,none,84000,4500,0,0,1,3,600,1,1,Apparels,12,12,15000
35596,45,F,Sc,Vegetable vendor,none,72000,4500,0,4,1,5,600,1,1,Agro Based Businesses,12,12,8000
35597,45,F,OBC,Buffalo rearing,none,48000,3000,0,0,1,1,600,1,1,Animal husbandry,12,12,15000
35598,39,F,Sc,Vegetable vendor,none,96000,7200,0,4,1,6,500,1,1,Agro Based Businesses,12,12,8000
35599,35,F,OBC,Snacks business,none,60000,4000,1,1,1,4,500,1,1,Food Items,12,12,15000
35600,34,F,OBC,Buffalo rearing,none,60000,3500,0,3,1,4,600,1,1,Animal husbandry,12,12,15000
35601,32,F,SC,Tailoring,Others,84000,6500,0,4,1,6,600,1,1,Apparels,12,12,8000
35602,46,F,OBC,Centering Work,none,72000,4000,0,0,1,3,500,1,1,Construction Related Activities,12,12,15000
35603,40,F,SC,Goat rearing,none,90000,7000,0,5,1,7,400,1,1,Meat Businesses,12,12,8000
35604,30,F,OBC,Buffalo rearing,none,54000,3500,0,2,1,3,500,1,1,Animal husbandry,12,12,15000
35605,30,F,OBC,Buffalo rearing,none,60000,3500,0,2,1,3,600,1,1,Animal husbandry,12,12,15000
35606,27,F,S.C,Fish rearing,Daily wage labourer,54000,4000,0,2,1,4,650,1,1,Meat Businesses,12,12,10000
35607,28,F,OBC,Buffalo rearing,none,60000,3000,0,2,1,3,500,1,1,Animal husbandry,12,12,15000
35608,45,F,GEN,Fish rearing,Daily wage labourer,54000,4000,0,1,1,3,600,1,1,Meat Businesses,12,12,7000
35609,28,F,OBC,Centering Work,none,48000,3000,0,3,1,4,400,1,1,Construction Related Activities,12,12,15000
35610,38,F,S.C,Fish rearing,Daily wage labourer,60000,4400,0,2,1,4,650,1,1,Meat Businesses,12,12,7000
35611,45,F,OBC,Goat rearing,none,72000,4000,0,0,1,3,600,1,1,Meat Businesses,12,12,12000
35612,29,F,S.T,Fish rearing,Daily wage labourer,54000,4000,0,1,1,3,600,1,1,Meat Businesses,12,12,7000
35613,32,F,S.T,Fish rearing,Daily wage labourer,54000,4000,0,1,1,3,650,1,1,Meat Businesses,12,12,7000
35614,51,F,S.T,Milk products,Daily wage labourer,60000,4400,1,0,1,2,600,1,1,Animal husbandry,12,12,7000
35615,44,F,S.T,Fish rearing,Daily wage labourer,54000,4000,0,1,1,3,650,1,1,Meat Businesses,12,12,7000
35616,50,F,GEN,Fish rearing,Daily wage labourer,54000,4000,0,1,1,3,650,1,1,Meat Businesses,12,12,10000
35617,39,F,GEN,Fish rearing,Daily wage labourer,54000,4000,0,0,1,2,650,1,1,Meat Businesses,12,12,5000
35618,30,M,GEN,Bakery,Daily wage labourer,60000,4400,0,0,1,3,550,1,1,Eateries,12,12,10000
35619,27,M,GEN,Fish rearing,Daily wage labourer,54000,4000,0,0,1,2,600,1,1,Meat Businesses,12,12,10000
35620,35,F,Muslim,Utensils selling,none,60000,3500,0,2,1,3,3,1,1,Retail Sale,12,12,8000
35621,22,F,Sc,Milk business,none,84000,5000,0,1,1,3,300,1,1,Animal husbandry,12,12,8000
35622,26,F,Sc,Milk business,none,84000,6500,0,2,1,4,600,1,1,Animal husbandry,12,12,8000
35623,45,F,Muslim,Battery shop,none,48000,4000,0,2,1,5,800,1,1,Retail Store,12,12,8000
35624,37,F,Muslim,Mutton shop,none,60000,4000,0,2,1,4,1000,1,1,Meat Businesses,12,12,8000
35625,32,F,Muslim,Scrap business,none,48000,3500,0,4,1,5,600,1,1,Recycling/ Waste Management,12,12,8000
35626,21,F,Muslim,Papad business,none,36000,2500,0,2,1,3,300,1,1,Eateries,12,12,8000
35627,33,F,S.T.,Grocery store,Others,60000,5000,0,2,1,4,200,0,1,Agro Based Businesses,12,12,10000
35628,41,F,S.C.,Grocery store,Others,60000,5000,0,0,1,4,280,1,1,Agro Based Businesses,12,12,10000
35629,41,F,General,Saree business,Others,60000,5000,0,2,1,4,300,1,1,Apparels,12,12,10000
35630,46,F,General,Readymade Garments,Others,60000,5000,0,0,1,4,300,1,1,Apparels,12,12,10000
35631,26,F,General,Tailoring,Others,60000,1200,0,2,1,4,280,0,1,Apparels,12,12,10000
35632,46,F,S.C.,Petty shop,Others,60000,5000,0,0,1,4,280,0,0.5,Retail Store,12,12,10000
35633,36,F,Sc,Tailoring,none,84000,5300,0,2,1,5,500,1,1,Apparels,12,12,12000
35634,38,F,Sc,Tailoring,none,108000,8600,0,1,1,2,500,1,1,Apparels,12,12,12000
35635,32,F,General,Flower Business,Others,60000,5000,0,2,1,4,300,1,1,Agro Based Businesses,12,12,10000
35636,27,F,Sc,Tailoring,none,72000,5500,0,2,1,2,300,1,1,Apparels,12,12,8000
35637,26,F,Sc,Tailoring,none,72000,5800,0,2,1,4,200,1,1,Apparels,12,12,8000
35638,21,F,Sc,Utensils selling,none,72000,5700,0,2,1,3,600,1,1,Retail Sale,12,12,8000
35639,24,F,S.C.,Poultry farm,Others,60000,5000,0,1,1,3,280,0,0.5,Meat Businesses,12,12,10000
35640,28,F,Sc,Tailoring,none,60000,4200,0,3,1,5,300,1,1,Apparels,12,12,8000
35641,36,F,Sc,Tailoring,none,88000,6500,0,2,1,3,200,1,1,Apparels,12,12,12000
35642,37,F,General,Poultry farm,Others,60000,5000,0,1,1,3,300,1,1,Meat Businesses,12,12,10000
35643,36,F,SC,Tailoring,none,84000,5500,0,3,1,4,500,1,1,Apparels,12,12,12000
35644,23,F,Sc,Tailoring,none,74000,5900,0,2,1,4,500,1,1,Apparels,12,12,12000
35645,36,F,General,Tailoring,Others,60000,5000,0,0,1,3,280,1,1,Apparels,12,12,10000
35646,27,F,Sc,Tailoring,none,84000,6600,0,5,1,7,400,1,1,Apparels,12,12,8000
35647,22,F,S.C.,Puffed rice business,Others,60000,5000,0,1,1,3,280,1,0.5,Eateries,12,12,10000
35648,39,F,General,Tailoring,Others,60000,5000,0,2,1,4,240,1,1,Apparels,12,12,8000
35649,43,F,S.C.,Rice business,Others,60000,5000,0,0,1,4,300,1,1,Agro Based Businesses,12,12,10000
35650,46,F,S.C.,Puffed rice business,Others,60000,5000,0,1,1,4,280,1,1,Eateries,12,12,10000
35651,41,F,OBC,Weaver,none,52000,1800,0,2,1,4,1300,1,1,Apparels,12,12,8000
35652,39,F,General,Tailoring,Others,60000,5000,0,0,1,3,200,1,1,Apparels,12,12,8000
35653,34,F,OBC,Rice business,none,72000,1800,0,2,1,4,1300,1,0.5,Agro Based Businesses,12,12,8000
35654,49,F,General,Vegetable vendor,Others,60000,5000,0,0,1,4,240,1,1,Agro Based Businesses,12,12,15000
35655,36,F,Sc,Tailoring,none,78000,6300,0,1,1,5,600,1,1,Apparels,12,12,12000
35656,57,F,OBC,Grocery store,none,56000,1500,1,1,1,4,1200,1,1,Agro Based Businesses,12,12,8000
35657,31,F,Sc,Tailoring,none,96000,7600,0,3,1,5,300,1,1,Apparels,12,12,12000
35658,36,F,Sc,Vegetable vendor,none,120000,7000,0,2,1,4,400,1,1,Agro Based Businesses,12,12,12000
35659,35,F,OBC,Embroidery work,none,54000,1500,0,2,1,4,1500,1,0.5,Handicrafts,12,12,8000
35660,48,F,Sc,Tailoring,none,78000,6000,0,2,1,6,120,1,1,Apparels,12,12,12000
35661,35,F,OBC,Tailoring,none,54000,1500,0,1,1,3,1200,1,0.5,Apparels,12,12,8000
35662,40,F,OBC,Embroidery work,none,54000,2000,0,3,1,5,1400,1,0.5,Handicrafts,12,12,8000
35663,33,F,OBC,Embroidery work,none,52000,1500,0,2,1,4,1300,1,0.5,Handicrafts,12,12,8000
35664,34,F,OBC,Embroidery work,none,52000,1500,0,1,1,3,1600,1,0.5,Handicrafts,12,12,8000
35665,44,F,OBC,Grocery store,none,56000,2000,0,3,1,5,1300,1,0.5,Agro Based Businesses,12,12,8000
35666,48,F,OBC,Weaver,none,56000,1500,0,1,1,3,1300,1,0.5,Apparels,12,12,8000
35667,21,M,S.C,Mobile Accessories,Daily wage labourer,60000,4400,0,0,1,2,650,1,1,Retail Store,12,12,10000
35668,25,M,GEN,Black smith,Daily wage labourer,54000,4000,0,0,1,2,600,1,1,Construction Related Activities,12,12,10000
35669,40,F,SC,Vegetable cultivation,none,48000,2200,0,0,1,2,250,0,0.5,Farming/ Agriculture,12,12,10000
35670,22,M,SC,Grocery store,none,48000,2200,0,1,1,2,250,0,0.5,Agro Based Businesses,12,12,10000
35671,26,F,SC,Bangles business,none,48000,2000,0,3,1,2,250,0,0.5,Artifical Jewellry Selling,12,12,10000
35672,27,F,SC,Vegetable cultivation,none,48000,2000,0,3,1,2,250,0,0.5,Farming/ Agriculture,12,12,10000
35673,40,F,SC,Tailoring,none,48000,2000,0,1,1,2,250,0,0.5,Apparels,12,12,10000
35674,35,F,OBC,Vegetable cultivation,none,48000,2000,0,3,1,2,250,0,0.5,Farming/ Agriculture,12,12,10000
35675,45,F,Sc,Grocery store,none,84000,6500,0,4,1,6,600,1,1,Agro Based Businesses,12,12,8000
35676,38,F,OBC,Weaver,none,52000,1500,0,2,1,4,1500,1,0.5,Apparels,12,12,8000
35677,31,F,Sc,Tailoring,none,108000,8000,0,2,1,3,500,1,1,Apparels,12,12,12000
35678,25,F,OBC,Weaver,none,50000,1000,0,1,1,3,1300,1,1,Apparels,12,12,8000
35679,34,F,OBC,Weaver,none,54000,1500,0,2,1,4,1200,1,0.5,Apparels,12,12,8000
35680,22,F,OBC,Weaver,none,54000,1000,0,1,1,3,1100,1,1,Apparels,12,12,8000
35681,44,F,GEN,Paddy processing,Daily wage labourer,54000,4000,0,2,1,4,600,1,1,Agro Based Businesses,12,12,8000
35682,34,F,OBC,Weaver,none,50000,1000,0,2,1,4,1100,1,0.5,Apparels,12,12,8000
35683,26,F,S.C,Tea stall,Daily wage labourer,60000,4400,0,1,1,3,600,1,1,Eateries,12,12,8000
35684,29,F,GEN,Paddy processing,Daily wage labourer,54000,4000,0,1,1,4,650,1,1,Agro Based Businesses,12,12,8000
35685,28,F,S.C,Paddy processing,Daily wage labourer,54000,4000,0,1,1,3,600,1,1,Agro Based Businesses,12,12,8000
35686,42,F,S.C,Paddy processing,Daily wage labourer,54000,4000,0,1,1,3,650,1,1,Agro Based Businesses,12,12,5000
35687,31,F,S.C,Paddy processing,Daily wage labourer,54000,4000,0,1,1,3,550,1,1,Agro Based Businesses,12,12,8000
35688,49,F,Sc,Bakery,Others,86000,6500,0,2,1,5,500,1,1,Eateries,12,12,8000
35689,37,F,S.C,Paddy processing,Daily wage labourer,60000,4400,0,2,1,4,650,1,1,Agro Based Businesses,12,12,8000
35690,29,F,GEN,Grocery store,Daily wage labourer,60000,4500,0,2,1,4,650,1,1,Agro Based Businesses,12,12,8000
35691,45,F,Sc,Milk business,none,96000,7000,0,3,1,6,300,1,1,Animal husbandry,12,12,8000
35692,33,F,Sc,Vegetable vendor,Others,84000,6500,0,3,1,6,200,1,1,Agro Based Businesses,12,12,8000
35693,27,F,OBC,Cow Rearing,none,48000,2000,0,2,1,2,250,0,0.5,Animal husbandry,12,12,10000
35694,29,F,SC,Goat rearing,none,48000,2000,0,4,1,2,250,0,0.5,Meat Businesses,12,12,10000
35695,23,F,Genrel,Tailoring,none,48000,2000,0,1,1,2,250,0,0.5,Apparels,12,12,10000
35696,37,F,OBC,Vegetable cultivation,none,50000,1500,0,2,1,5,1400,1,0.5,Farming/ Agriculture,12,12,8000
35697,40,F,OBC,Vegetable cultivation,none,52000,1500,0,3,1,4,1400,1,0.5,Farming/ Agriculture,12,12,8000
35698,46,F,Sc,Vegetable vendor,none,72000,5500,0,2,1,7,300,1,1,Agro Based Businesses,12,12,8000
35699,30,F,OBC,Vegetable cultivation,none,52000,1500,0,2,1,4,1500,1,0.5,Farming/ Agriculture,12,12,8000
35700,44,F,OBC,Vegetable cultivation,none,50000,1600,0,4,1,6,1500,1,0.5,Farming/ Agriculture,12,12,8000
35701,21,F,SC,Cow Rearing,none,48000,2000,0,0,1,2,250,0,0.5,Animal husbandry,12,12,10000
35702,35,F,OBC,Vegetable cultivation,none,54000,1500,0,3,1,5,1600,1,0.5,Farming/ Agriculture,12,12,8000
35703,37,F,OBC,Cow Rearing,none,48000,2000,0,2,1,2,250,0,0.5,Animal husbandry,12,12,10000
35704,34,F,OBC,Vegetable cultivation,none,52000,1200,0,3,1,4,1200,1,0.5,Farming/ Agriculture,12,12,8000
35705,40,F,OBC,Vegetable cultivation,none,50000,1500,0,2,1,3,1200,1,0.5,Farming/ Agriculture,12,12,8000
35706,47,F,OBC,Vegetable cultivation,none,50000,1400,0,3,1,5,1250,1,0.5,Farming/ Agriculture,12,12,8000
35707,31,F,OBC,Grocery store,none,48000,2000,0,3,1,2,300,0,0.5,Agro Based Businesses,12,12,10000
35708,35,F,OBC,Vegetable cultivation,none,52000,1300,0,2,1,4,1300,1,0.5,Farming/ Agriculture,12,12,8000
35709,41,F,OBC,Vegetable vendor,none,42000,1500,0,3,1,4,1100,1,0.5,Agro Based Businesses,12,12,8000
35710,33,F,ST,Vegetable cultivation,none,48000,2200,0,2,1,2,250,0,0.5,Farming/ Agriculture,12,12,10000
35711,22,F,ST,Grocery store,none,48000,2000,0,1,1,2,250,0,0.5,Agro Based Businesses,12,12,10000
35712,22,F,ST,Vegetable cultivation,none,48000,2000,0,2,1,2,250,0,0.5,Farming/ Agriculture,12,12,10000
35713,27,F,ST,Goat rearing,none,48000,2000,0,1,1,2,250,0,0.5,Meat Businesses,12,12,10000
35714,33,F,ST,Vegetable cultivation,none,48000,2000,0,2,1,2,250,0,0.5,Farming/ Agriculture,12,12,10000
35715,33,F,ST,Goat rearing,none,48000,2000,0,3,1,2,300,0,0.5,Meat Businesses,12,12,10000
35716,45,F,ST,Cow Rearing,none,48000,2200,0,3,1,2,300,0,0.5,Animal husbandry,12,12,10000
35717,45,F,ST,Vegetable cultivation,none,48000,2500,0,1,1,2,300,0,0.5,Farming/ Agriculture,12,12,10000
35718,32,F,ST,Vegetable cultivation,none,48000,2000,0,2,1,2,300,0,0.5,Farming/ Agriculture,12,12,10000
35719,42,F,Minority,Goat rearing,Others,60000,5000,0,2,1,4,200,1,1,Meat Businesses,12,12,15000
35720,45,F,Minority,Footwear business,Others,60000,5000,0,0,1,3,300,1,1,Retail Store,12,12,10000
35721,30,F,Minority,Cosmetic Shop,Others,60000,5000,0,2,1,4,280,1,1,Retail Store,12,12,15000
35722,50,F,OBC,Tailoring,none,50000,1300,0,0,1,4,1200,1,0.5,Apparels,12,12,8000
35723,27,F,Minority,Agarbatti sales,Others,54000,4500,0,0,1,2,240,0,0.5,Agarbatti Business,12,12,15000
35724,37,F,Minority,Tailoring,Others,60000,5000,0,0,1,3,220,1,1,Apparels,12,12,15000
35725,38,F,O.B.C,Petty shop,none,54000,1500,0,1,1,3,1300,1,0.5,Retail Store,12,12,8000
35726,46,F,Minority,Rice business,Others,60000,5000,0,2,1,4,200,1,1,Agro Based Businesses,12,12,15000
35727,48,F,OBC,Weaver,none,56000,2000,0,1,1,5,1500,1,0.5,Apparels,12,12,8000
35728,33,F,OBC,Applique work,none,54000,1500,0,3,1,5,1400,1,0.5,Handicrafts,12,12,8000
35729,26,F,OBC,Weaver,none,54000,1000,0,1,1,3,1200,1,0.5,Apparels,12,12,8000
35730,53,F,OBC,Weaver,none,54000,1300,0,2,1,4,1100,1,0.5,Apparels,12,12,8000
35731,35,F,OBC,Weaver,none,52000,1500,0,2,1,4,1600,1,0.5,Apparels,12,12,8000
35732,48,F,Minority,Goat rearing,Others,58800,4900,0,2,1,3,280,1,1,Meat Businesses,12,12,15000
35733,45,F,OBC,Weaver,none,54000,1500,0,1,1,4,2000,1,0.5,Apparels,12,12,8000
35734,42,F,Minority,Goat rearing,Others,54000,4500,0,1,1,4,200,1,1,Meat Businesses,12,12,10000
35735,35,F,OBC,Weaver,none,52000,1500,0,2,1,4,1300,1,0.5,Apparels,12,12,8000
35736,35,F,OBC,Cloth business,none,54000,1000,0,1,1,3,1100,1,0.5,Apparels,12,12,8000
35737,46,F,Minority,Electronic goods shop,Others,60000,5000,0,1,1,5,220,1,1,Retail Store,12,12,8000
35738,39,F,OBC,Weaver,none,54000,1500,0,2,1,4,1200,1,0.5,Apparels,12,12,8000
35739,30,F,Minority,Agarbatti sales,Others,60000,5000,0,2,1,4,280,1,1,Agarbatti Business,12,12,15000
35740,34,F,O.B.C,Embroidery work,none,52000,1200,0,2,1,4,1800,1,0.5,Handicrafts,12,12,8000
35741,37,F,Minority,Goat rearing,Others,48000,4000,0,1,1,2,280,1,1,Meat Businesses,12,12,15000
35742,40,F,O.B.C,Weaver,none,54000,1000,0,1,1,3,1500,1,0.5,Apparels,12,12,8000
35743,31,F,OBC,Weaver,none,52000,1000,0,1,1,3,1100,1,0.5,Apparels,12,12,8000
35744,32,F,OBC,Petty shop,none,56000,1000,0,1,1,3,1200,1,1,Retail Store,12,12,8000
35745,40,F,O.B.C,Embroidery work,none,48000,1000,0,1,1,3,1200,1,0.5,Handicrafts,12,12,8000
35746,55,F,OBC,Petty shop,none,56000,1000,1,0,1,2,1500,1,0.5,Retail Store,12,12,8000
35747,35,F,O.B.C,Weaver,none,54000,1000,0,1,1,3,1800,1,0.5,Apparels,12,12,8000
35748,35,F,OBC,Petty shop,none,66000,1500,0,2,1,4,1800,1,0.5,Retail Store,12,12,8000
35749,37,F,O.B.C,Embroidery work,none,50000,1000,0,1,1,3,1700,1,0.5,Handicrafts,12,12,8000
35750,45,F,GEN,Poultry farm,Daily wage labourer,60000,4500,0,0,1,3,600,1,1,Meat Businesses,12,12,8000
35751,38,F,S.C,Tailoring,Daily wage labourer,54000,4000,0,1,1,3,600,1,1,Apparels,12,12,8000
35752,30,F,S.T,Paddy processing,Daily wage labourer,54000,4000,0,1,1,3,600,1,1,Agro Based Businesses,12,12,5000
35753,23,F,S.T,Fish rearing,Daily wage labourer,60000,4400,0,1,1,3,650,1,1,Meat Businesses,12,12,5000
35754,49,F,S.T,Paddy processing,Daily wage labourer,54000,4000,0,0,1,3,650,1,1,Agro Based Businesses,12,12,5000
35755,24,F,S.T,Paddy processing,Daily wage labourer,54000,4000,0,2,1,4,600,1,1,Agro Based Businesses,12,12,5000
35756,26,F,S.T,Paddy processing,Daily wage labourer,54000,4000,0,1,1,3,600,1,1,Agro Based Businesses,12,12,5000
35757,40,F,OBC,Weaver,none,36000,1700,0,2,1,2,1200,1,1,Apparels,12,12,8000
35758,41,F,OBC,Embroidery work,none,53000,1500,0,2,1,4,1500,1,0.5,Handicrafts,12,12,8000
35759,47,F,OBC,Poultry farm,none,50000,1500,0,2,1,4,1300,1,1,Meat Businesses,12,12,8000
35760,45,F,OBC,Embroidery work,none,51000,1500,0,3,1,5,1200,1,1,Handicrafts,12,12,8000
35761,45,F,OBC,Weaver,none,54000,1500,0,0,1,4,1400,1,0.5,Apparels,12,12,8000
35762,40,F,OBC,Embroidery work,none,50000,1500,0,2,1,4,1200,1,0.5,Handicrafts,12,12,8000
35763,31,F,OBC,Embroidery work,none,54000,1500,0,2,1,5,1400,1,1,Handicrafts,12,12,8000
35764,36,F,OBC,Embroidery work,none,36000,1500,0,1,1,3,1300,1,0.5,Handicrafts,12,12,8000
35765,42,F,OBC,Puffed rice business,none,53600,1500,0,2,1,4,1200,1,0.5,Eateries,12,12,8000
35766,49,F,OBC,Weaver,none,52000,1500,1,0,1,4,1200,1,1,Apparels,12,12,8000
35767,42,F,OBC,Weaver,none,50000,1500,0,1,1,4,1200,1,0.5,Apparels,12,12,8000
35768,32,M,N.T.,Cash crops,none,50000,1500,0,4,1,1,800,1,1,Farming/ Agriculture,12,12,15000
35769,49,F,OBC,Weaver,none,52000,1500,0,2,1,4,1400,1,0.5,Apparels,12,12,8000
35770,47,M,OBC,Ice cream sales,none,36000,1500,0,1,1,1,500,1,1,Eateries,12,12,13000
35771,49,F,OBC,Weaver,none,49600,1500,0,0,1,3,1500,1,0.5,Apparels,12,12,8000
35772,46,F,OBC,Weaver,none,36000,1800,0,2,1,4,1400,1,0.5,Apparels,12,12,8000
35773,50,M,N.T.,Fish vendor,none,48000,1500,0,0,1,1,600,1,1,Meat Businesses,12,12,15000
35774,32,F,OBC,Weaver,none,50000,1500,0,3,1,5,1300,1,0.5,Apparels,12,12,8000
35775,49,M,N.T.,Fish vendor,none,48000,1500,0,1,1,1,600,1,1,Meat Businesses,12,12,15000
35776,53,M,N.T.,Cash crops,none,48000,1500,0,0,1,1,800,1,1,Farming/ Agriculture,12,12,15000
35777,50,M,N.T.,Fish vendor,none,49000,1500,0,0,1,2,650,1,1,Meat Businesses,12,12,15000
35778,45,M,N.T.,Gram Selling,none,48000,1500,0,0,1,1,600,1,1,Agro Based Businesses,12,12,15000
35779,30,M,N.T.,Gram Selling,none,48000,1000,0,0,1,1,500,0,1,Agro Based Businesses,12,12,13000
35780,40,F,Muslim,Auto Rickshaw,none,60000,4000,0,2,1,3,800,1,1,Transportation Services,12,12,15000
35781,30,F,Muslim,Electronic items repair,none,60000,4000,0,3,1,4,600,1,1,Repair Services,12,12,15000
35782,40,F,Muslim,Eggs selling,none,60000,4000,0,2,1,3,600,1,1,Meat Businesses,12,12,15000
35783,30,F,Muslim,Mechanic,none,60000,3500,0,2,1,3,600,1,1,Repair Services,12,12,15000
35784,22,F,Muslim,Electrician,none,48000,3000,0,0,1,1,500,1,1,Business Services - I,12,12,15000
35785,38,F,Muslim,Goat rearing,none,96000,4000,0,0,1,3,600,1,1,Meat Businesses,12,12,15000
35786,26,F,Muslim,Mandap Decoration,none,66000,3500,0,3,1,4,500,1,1,Tent Services,12,12,12000
35787,35,F,Muslim,Tailoring,none,90000,4000,0,2,1,4,800,1,1,Apparels,12,12,12000
35788,27,F,Muslim,Vegetable vendor,none,48000,3000,0,3,1,4,600,1,1,Agro Based Businesses,12,12,8000
35789,30,F,Muslim,Tailoring,none,60000,4000,0,2,1,3,800,1,1,Apparels,12,12,8000
35790,45,F,OBC,Fish vendor,none,56000,2000,0,0,1,3,1500,1,1,Meat Businesses,12,12,8000
35791,45,F,OBC,Fish vendor,none,54000,1500,0,0,1,4,1700,1,1,Meat Businesses,12,12,8000
35792,32,F,S.T,Paddy processing,Daily wage labourer,54000,4000,0,1,1,3,600,1,1,Agro Based Businesses,12,12,5000
35793,40,F,S.T,Poultry farm,Daily wage labourer,60000,4400,0,0,1,3,650,1,1,Meat Businesses,12,12,5000
35794,46,F,GEN,Tailoring,Daily wage labourer,60000,4500,0,1,1,3,600,1,1,Apparels,12,12,7000
35795,25,F,GEN,Tailoring,Daily wage labourer,54000,4000,0,0,1,2,650,1,1,Apparels,12,12,7000
